cid,record_id,Country,age,gender,marital,educ,educ_other,child_dependants,Regions,healthtype_2,role,role_other,healthtype,If_Yes,jobrole,train_years,experience_1,experience_2,experience_3,experience_4,service_demand_1,service_demand_2,skills_1,skills_2,skills_3,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,social_influence_1,social_influence_2,social_influence_3,social_influence_4,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3
hcw_9301,888,Uganda,25,1,1,NULL,NULL,3,Central 2,2,10,NULL,12,1,1,NULL,1,1,1,2,1,1,1,2,2,6,6,6,6,6,6,6,7,7,6,6,6,6,5,7,5,5,6,1,2,2
hcw_9302,889,Uganda,30,2,1,NULL,NULL,6,Central 2,2,6,NULL,1,1,1,NULL,1,1,1,1,2,2,7,7,7,7,7,7,2,7,7,7,2,6,6,6,6,6,7,7,7,7,7,5,3,3
hcw_9303,890,Uganda,25,1,1,NULL,NULL,6,Central 1,2,6,NULL,1,2,1,NULL,2,2,2,2,3,6,6,6,6,7,6,7,7,7,7,6,3,5,6,7,6,6,7,7,7,7,7,1,1,1
hcw_9304,891,Uganda,25,1,1,NULL,NULL,7,Central 2,2,7,Laboratory Technician,1,1,1,NULL,1,1,1,2,7,5,7,7,5,7,7,7,7,7,5,5,5,5,7,7,7,7,7,7,6,5,5,1,1,1
hcw_9305,892,Uganda,26,2,1,NULL,NULL,6,Central 2,2,10,NULL,12,6,1,NULL,2,2,3,3,4,4,6,5,3,7,5,6,4,6,3,NULL,6,6,6,7,6,6,7,7,6,6,6,1,1,1
hcw_9306,893,Uganda,40,2,3,NULL,NULL,2,Central 2,1,7,Data officer,11,1,1,NULL,2,2,2,2,3,2,6,6,6,7,6,6,6,7,6,NULL,6,6,6,7,6,6,7,7,6,6,6,1,1,1
hcw_9307,894,Uganda,28,2,2,NULL,NULL,1,Central 2,2,10,NULL,1,NULL,1,NULL,2,2,1,2,6,6,6,7,6,7,7,6,3,7,6,6,5,6,6,7,7,7,7,7,6,6,7,5,5,5
hcw_9308,895,Uganda,27,1,1,NULL,NULL,2,Central 2,2,10,NULL,6,NULL,1,NULL,2,2,2,2,1,1,7,6,7,7,6,7,5,7,7,7,2,6,7,7,7,6,7,7,3,6,6,5,2,1
hcw_9309,896,Uganda,28,2,1,NULL,NULL,2,Central 1,1,7,Laboratory Technician,1,1,1,NULL,2,2,2,2,2,2,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,5,5,5
hcw_9310,897,Uganda,40,1,2,NULL,NULL,2,Central 1,1,8,NULL,10,1,1,NULL,1,1,1,1,7,5,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,5,1,1,5,5,2,2,2
hcw_9311,898,Uganda,27,2,2,NULL,NULL,6,Central 2,2,10,NULL,10,1,1,NULL,2,1,1,1,3,3,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,6,6,6,6,1,1,1
hcw_9312,899,Uganda,27,2,2,NULL,NULL,6,Central 2,2,10,NULL,10,1,1,NULL,2,1,1,1,3,3,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,6,6,6,6,1,1,1
hcw_9313,900,Uganda,29,2,1,NULL,NULL,2,East Central,2,6,NULL,10,1,1,NULL,2,2,2,2,6,1,1,1,1,1,6,6,6,7,6,NULL,6,6,1,1,6,6,7,7,6,6,6,1,1,1
hcw_9314,901,Uganda,24,1,1,NULL,NULL,6,Central 2,2,10,NULL,12,1,1,NULL,1,1,1,1,6,6,7,6,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2
hcw_9315,902,Uganda,57,2,3,NULL,NULL,3,East Central,2,10,NULL,1,1,1,NULL,1,1,2,2,1,1,6,6,6,6,6,6,5,6,6,6,5,6,6,6,6,6,6,6,2,6,6,6,2,1
hcw_9316,903,Uganda,35,1,3,NULL,NULL,3,Central 2,2,5,NULL,8,1,1,NULL,1,1,2,2,3,5,6,6,6,6,6,6,5,6,6,5,7,6,6,6,6,6,7,7,3,3,3,5,5,6
hcw_9317,904,Uganda,25,1,1,NULL,NULL,6,Central 2,2,2,NULL,1,1,1,NULL,1,1,1,1,7,6,7,6,7,6,7,7,6,7,7,6,6,6,6,7,7,7,6,6,2,6,6,1,1,1
hcw_9318,905,Uganda,27,1,3,NULL,NULL,1,East Central,2,5,NULL,8,1,1,NULL,2,2,1,2,6,6,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,6,6
hcw_9319,906,Uganda,32,2,3,NULL,NULL,5,East Central,2,7,None,1,1,1,NULL,1,1,1,2,1,1,6,6,2,5,3,6,2,6,6,3,7,5,5,6,6,2,6,6,5,6,6,6,5,2
hcw_9320,907,Uganda,25,2,2,NULL,NULL,1,Central 2,2,10,NULL,1,NULL,1,NULL,2,2,1,2,7,6,7,7,7,7,7,7,7,6,7,5,7,7,7,7,7,6,7,7,5,6,6,2,2,2
hcw_9321,908,Uganda,30,1,3,NULL,NULL,1,East Central,2,8,NULL,3,1,1,NULL,1,2,1,2,6,6,6,6,6,7,7,7,1,7,7,6,7,6,6,7,7,1,7,7,6,1,1,1,1,1
hcw_9322,909,Uganda,23,2,1,NULL,NULL,6,East Central,2,7,None,2,1,5,NULL,2,2,1,2,6,6,3,3,6,7,6,7,2,7,7,7,6,5,7,7,7,7,7,6,5,6,2,5,5,5
hcw_9323,910,Uganda,32,2,8,NULL,NULL,6,East Central,2,2,NULL,5,1,1,NULL,3,1,1,3,2,2,5,1,3,3,2,3,3,7,5,5,5,3,3,6,6,2,7,7,7,4,2,6,2,2
hcw_9324,911,Uganda,44,1,3,NULL,NULL,3,East Central,2,8,NULL,1,1,1,NULL,1,2,1,2,1,1,6,1,6,6,5,6,2,6,6,5,1,2,6,6,7,6,6,6,5,7,6,6,2,1
hcw_9325,912,Uganda,48,2,3,NULL,NULL,3,East Central,2,7,Laboratory Technician,1,1,1,NULL,2,1,1,2,5,1,2,6,6,5,1,7,5,7,3,3,2,3,4,1,6,1,7,6,6,6,6,5,4,1
hcw_9326,913,Uganda,34,2,1,NULL,NULL,1,East Central,2,7,None,2,1,1,NULL,1,2,2,2,1,1,6,6,6,7,6,7,7,6,6,6,2,5,6,6,6,6,7,7,6,6,6,5,5,2
hcw_9327,914,Uganda,30,1,3,NULL,NULL,3,East Central,2,5,NULL,1,1,1,NULL,2,2,3,2,1,1,6,2,2,6,2,6,6,6,6,2,1,2,5,6,6,6,6,6,2,6,6,6,3,2
hcw_9328,915,Uganda,48,2,3,NULL,NULL,3,East Central,2,7,None,1,1,1,NULL,2,1,1,2,5,1,2,6,6,5,1,7,5,7,3,3,2,3,4,1,6,1,7,6,6,6,6,5,4,1
hcw_9329,916,Uganda,39,2,3,NULL,NULL,2,Central 2,2,9,NULL,6,NULL,1,NULL,2,2,1,2,3,3,2,2,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,4,4,3,3,3
hcw_9330,917,Uganda,27,1,3,NULL,NULL,1,East Central,2,8,NULL,1,1,1,NULL,2,2,1,2,1,1,6,6,5,6,6,6,2,6,6,2,1,2,6,6,6,2,6,6,5,6,6,6,2,2
hcw_9331,918,Uganda,26,2,1,NULL,NULL,1,East Central,2,6,NULL,1,1,1,NULL,2,2,2,2,6,2,6,7,7,7,7,7,7,6,6,6,5,6,6,7,6,6,6,7,7,7,6,5,5,1
hcw_9332,919,Uganda,24,1,3,NULL,NULL,6,East Central,2,5,NULL,8,1,1,NULL,2,2,2,2,2,2,6,7,2,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,5,5,5
hcw_9333,920,Uganda,24,1,3,NULL,NULL,6,East Central,2,5,NULL,8,1,1,NULL,2,2,2,2,2,2,6,7,2,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,5,5,5
hcw_9334,921,Uganda,36,2,3,NULL,NULL,5,East Central,2,10,NULL,1,NULL,1,NULL,2,2,1,2,1,1,3,6,5,5,5,2,3,2,6,2,1,2,5,6,6,5,6,6,6,6,6,6,2,1
hcw_9335,922,Uganda,24,1,3,NULL,NULL,6,East Central,2,5,NULL,8,1,1,NULL,1,1,2,2,2,2,6,7,7,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,5,5,5
hcw_9336,923,Uganda,31,1,3,NULL,NULL,5,East Central,2,7,None,1,1,1,NULL,1,2,1,1,1,1,3,6,6,6,3,6,3,5,6,3,1,2,5,6,6,6,6,6,5,6,6,6,2,2
hcw_9337,924,Uganda,32,2,2,NULL,NULL,1,Central 2,2,8,NULL,4,2,1,NULL,2,2,1,2,6,5,6,5,5,7,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3
hcw_9338,925,Uganda,30,1,3,NULL,NULL,3,Central 2,2,6,NULL,6,2,1,NULL,1,1,1,1,2,2,2,6,2,1,1,7,1,7,3,1,1,3,7,7,7,4,7,7,7,7,4,1,1,1
hcw_9339,926,Uganda,30,1,3,NULL,NULL,3,Central 2,2,6,NULL,6,2,1,NULL,1,1,1,1,2,2,2,6,2,1,1,7,1,7,3,1,1,3,7,7,7,4,7,7,7,7,4,1,1,1
hcw_9340,927,Uganda,21,1,8,NULL,NULL,6,Central 1,2,7,Pharmacist,12,1,5,NULL,1,1,1,2,6,6,6,6,6,6,4,6,6,6,4,5,6,5,6,6,6,5,7,7,2,5,6,1,1,1
hcw_9341,928,Uganda,24,2,1,NULL,NULL,3,Central 2,2,8,NULL,12,2,1,NULL,3,3,1,2,2,6,5,2,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,1,1,1
hcw_9342,929,Uganda,45,2,3,NULL,NULL,5,Mid Eastern,2,10,NULL,1,1,2,NULL,1,1,1,1,6,6,5,6,6,6,6,6,2,6,6,6,6,5,6,6,6,6,6,6,6,6,6,2,2,2
hcw_9343,930,Uganda,29,1,1,NULL,NULL,7,Mid Eastern,2,8,NULL,12,1,1,NULL,1,2,1,2,2,2,6,6,6,7,3,7,5,7,6,2,1,2,1,7,6,3,7,7,6,7,5,5,5,2
hcw_9344,931,Uganda,38,2,3,NULL,NULL,4,Mid Eastern,2,2,NULL,2,1,1,NULL,1,1,1,1,5,3,5,6,5,6,5,7,6,6,5,3,2,5,3,7,5,5,7,7,1,7,7,5,4,3
hcw_9345,932,Uganda,30,2,1,NULL,NULL,6,Mid Eastern,2,7,Clinical officer,1,2,1,NULL,2,1,1,1,1,1,1,6,4,6,2,7,7,6,3,1,1,2,2,7,2,5,7,7,1,1,1,6,5,6
hcw_9346,933,Uganda,32,2,2,NULL,NULL,1,Mid Eastern,2,10,NULL,12,1,1,NULL,2,2,1,2,3,2,3,3,1,1,1,5,6,7,2,1,1,1,2,6,5,2,7,7,7,1,1,6,6,6
hcw_9347,934,Uganda,28,1,1,NULL,NULL,6,Mid Eastern,2,8,NULL,1,1,1,NULL,2,2,1,2,1,1,6,6,1,1,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1
hcw_9348,935,Uganda,25,1,1,NULL,NULL,6,Mid Eastern,2,7,None,1,1,1,NULL,2,2,1,2,3,3,5,5,5,6,5,6,1,7,6,6,1,5,6,7,6,6,6,6,5,6,3,6,6,5
hcw_9349,936,Uganda,52,1,3,NULL,NULL,3,Mid Eastern,2,6,NULL,1,1,1,NULL,2,2,1,2,1,1,1,1,7,7,1,7,7,7,7,1,1,1,6,7,7,1,7,7,7,7,1,6,6,6
hcw_9350,937,Uganda,42,1,7,NULL,NULL,1,Mid Eastern,2,8,NULL,1,1,2,NULL,2,2,1,2,6,5,5,6,6,6,6,6,2,6,5,6,5,6,6,6,6,6,2,2,2,6,6,2,2,2
hcw_9351,938,Uganda,26,2,1,NULL,NULL,6,Kampala,2,8,NULL,5,2,2,NULL,1,2,1,1,6,4,4,5,5,5,4,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,3,1,1
hcw_9352,939,Uganda,52,1,7,NULL,NULL,3,Mid Eastern,2,10,NULL,1,1,1,NULL,1,2,1,2,6,6,2,2,2,6,7,7,7,7,6,7,5,5,7,7,7,6,7,7,6,7,6,1,1,1
hcw_9353,940,Uganda,39,1,3,NULL,NULL,5,Mid Eastern,2,10,NULL,12,1,1,NULL,2,2,2,2,2,2,1,1,1,1,1,1,1,6,2,1,1,3,2,6,6,1,6,6,1,1,1,5,5,5
hcw_9354,941,Uganda,20,1,1,NULL,NULL,6,Mid Eastern,2,10,NULL,12,1,6,NULL,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
hcw_9355,942,Uganda,47,1,3,NULL,NULL,3,Mid Eastern,2,10,NULL,12,1,1,NULL,1,2,1,1,1,1,2,6,6,7,1,7,6,7,2,1,1,2,7,7,7,2,7,7,7,7,5,6,5,5
hcw_9356,943,Uganda,27,2,1,NULL,NULL,6,Kampala,1,7,Clinical officer,1,1,1,NULL,1,1,1,1,1,1,6,7,5,5,1,7,6,7,1,1,1,1,6,6,6,1,7,7,5,7,5,6,4,4
hcw_9357,944,Uganda,49,1,7,NULL,NULL,4,Mid Eastern,2,8,NULL,1,1,2,NULL,1,2,1,2,6,6,5,6,6,6,6,6,2,6,6,5,5,5,6,6,6,5,2,6,2,6,6,2,2,2
hcw_9358,945,Uganda,49,1,3,NULL,NULL,2,Mid Eastern,2,6,NULL,1,1,1,NULL,1,1,1,1,3,2,3,5,3,7,5,7,1,7,6,6,1,5,6,7,7,5,7,7,6,7,2,6,6,6
hcw_9359,946,Uganda,58,2,3,NULL,NULL,1,Mid Eastern,2,10,NULL,1,1,1,NULL,2,2,1,1,2,1,2,6,2,6,2,6,6,6,6,2,2,2,6,6,6,6,7,7,7,6,6,6,5,2
hcw_9360,947,Uganda,43,1,7,NULL,NULL,4,Mid Eastern,2,10,NULL,12,1,6,NULL,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1
hcw_9361,948,Uganda,31,2,3,NULL,NULL,3,Mid Eastern,2,8,NULL,1,1,1,NULL,2,2,1,2,2,2,5,6,6,6,6,6,2,6,6,6,6,2,6,6,6,6,6,6,2,6,6,2,2,2
hcw_9362,949,Uganda,45,2,3,NULL,NULL,5,Mid Eastern,2,10,NULL,1,1,1,NULL,1,2,1,2,6,6,5,6,6,6,6,6,2,6,6,6,5,6,6,6,6,6,5,6,2,6,6,2,2,2
hcw_9363,950,Uganda,29,2,3,NULL,NULL,2,Mid Eastern,2,7,None,10,1,1,NULL,1,1,1,1,2,2,6,6,6,6,2,6,2,6,6,2,2,2,6,6,6,6,6,6,2,2,2,6,6,5
hcw_9364,951,Uganda,25,1,8,NULL,NULL,7,Central 2,1,8,NULL,1,1,1,NULL,2,2,1,1,7,7,7,6,7,7,7,6,6,1,6,1,7,7,7,1,1,1,1,1,1,1,7,6,1,6
hcw_9365,952,Uganda,26,1,1,NULL,NULL,7,Kampala,1,6,NULL,1,1,1,NULL,3,3,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,2,2,2
hcw_9366,953,Uganda,30,1,1,NULL,NULL,6,Central 2,1,10,NULL,11,NULL,1,NULL,2,2,1,2,5,5,7,5,6,6,6,6,2,6,6,6,2,5,6,6,6,3,7,7,6,6,6,5,1,2
hcw_9367,954,Uganda,41,2,3,NULL,NULL,5,Kampala,1,9,NULL,1,NULL,1,NULL,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,5,3,6,6,6,6,1,1
hcw_9368,955,Uganda,24,1,1,NULL,NULL,6,Kampala,1,5,NULL,8,1,1,NULL,1,1,1,1,3,3,6,6,6,6,6,6,6,6,6,2,2,5,6,6,6,6,6,6,2,6,6,5,1,1
hcw_9369,956,Uganda,24,1,1,NULL,NULL,6,Kampala,1,5,NULL,8,1,1,NULL,1,1,1,1,3,3,6,6,6,6,6,6,6,6,6,2,2,5,6,6,6,6,6,6,2,6,6,5,1,1
hcw_9370,957,Uganda,19,1,1,NULL,NULL,6,Kampala,1,5,NULL,8,1,1,NULL,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,5,2,2
hcw_9371,958,Uganda,22,1,1,NULL,NULL,1,Kampala,1,5,NULL,8,1,1,NULL,3,2,2,2,6,3,6,7,6,7,6,7,6,7,6,6,6,6,7,7,7,7,7,7,5,7,4,1,1,1
hcw_9372,959,Uganda,49,2,3,NULL,NULL,5,Mid Eastern,2,7,Laboratory Technician,1,1,1,NULL,2,1,1,1,6,6,5,6,6,6,5,6,6,6,6,6,2,5,6,6,6,2,5,6,5,6,6,2,2,2
hcw_9373,960,Uganda,22,1,1,NULL,NULL,6,Kampala,1,5,NULL,8,1,1,NULL,2,2,1,2,6,1,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,4,4,4
hcw_9374,961,Uganda,28,2,3,NULL,NULL,1,Kampala,1,7,Laboratory Technician,1,2,2,NULL,3,3,1,3,3,2,5,6,6,6,5,7,6,7,6,6,5,3,6,7,6,5,7,7,4,4,4,5,5,3
hcw_9375,962,Uganda,26,2,1,NULL,NULL,6,Mid Eastern,2,7,None,10,1,6,NULL,2,1,1,1,6,6,5,6,6,7,2,6,6,6,5,2,6,5,3,6,6,6,6,6,2,6,6,3,2,2
hcw_9376,963,Uganda,37,1,1,NULL,NULL,4,Mid Eastern,2,6,NULL,1,2,1,NULL,2,1,1,2,1,2,7,1,1,1,2,1,2,1,1,2,2,1,1,7,7,6,7,7,6,7,1,6,1,1
hcw_9377,964,Uganda,19,1,1,NULL,NULL,6,Kampala,1,6,NULL,1,1,1,NULL,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,5,5,5
hcw_9378,965,Uganda,25,1,1,NULL,NULL,6,Kampala,1,6,NULL,1,1,1,NULL,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5
hcw_9379,966,Uganda,23,1,1,NULL,NULL,6,Kampala,2,5,NULL,8,2,1,NULL,2,3,1,2,2,2,7,7,7,7,7,7,7,7,7,7,2,6,7,7,7,7,7,7,7,5,7,3,6,6
hcw_9380,967,Uganda,24,1,2,NULL,NULL,2,Kampala,1,5,NULL,8,1,1,NULL,1,3,2,1,7,6,6,6,6,6,7,6,6,7,6,7,6,6,7,7,7,7,7,7,7,7,7,1,1,1
hcw_9381,968,Uganda,42,1,3,NULL,NULL,4,Mid Eastern,2,6,NULL,1,1,1,NULL,1,2,1,2,2,2,2,5,5,6,2,6,2,6,3,2,2,2,2,6,6,6,6,6,2,7,6,3,2,2
hcw_9382,969,Uganda,23,1,1,NULL,NULL,6,Kampala,1,5,NULL,8,1,1,NULL,2,2,1,2,7,7,7,7,7,7,5,7,2,7,5,5,1,2,6,6,6,5,7,7,3,7,7,3,1,1
hcw_9383,970,Uganda,28,1,1,NULL,NULL,2,Kampala,1,2,NULL,1,1,3,NULL,1,2,1,1,2,2,6,6,6,6,2,7,2,7,6,1,3,6,6,7,6,2,6,7,2,6,6,5,5,5
hcw_9384,971,Uganda,25,1,1,NULL,NULL,6,Kampala,1,6,NULL,1,1,1,NULL,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5
hcw_9385,972,Uganda,40,1,3,NULL,NULL,3,Kampala,1,6,NULL,1,1,1,NULL,2,1,1,1,2,2,5,5,5,6,6,6,3,6,6,2,2,2,6,6,6,6,6,6,2,6,6,2,1,1
hcw_9386,973,Uganda,52,1,3,NULL,NULL,4,Mid Eastern,2,6,NULL,3,1,1,NULL,1,1,1,1,6,6,2,6,6,6,6,6,2,6,5,5,2,3,5,6,6,3,6,6,5,6,5,2,2,2
hcw_9387,974,Uganda,40,1,3,NULL,NULL,3,Kampala,1,6,NULL,1,1,1,NULL,2,1,1,1,2,2,5,5,5,6,6,6,3,6,6,2,2,2,6,6,6,6,6,6,2,6,6,2,1,1
hcw_9388,975,Uganda,40,1,3,NULL,NULL,3,Kampala,1,6,NULL,1,1,1,NULL,2,1,1,1,2,2,5,5,5,6,6,6,3,6,6,2,2,2,6,6,6,6,6,6,2,6,6,2,1,1
hcw_9389,976,Uganda,40,1,3,NULL,NULL,3,Kampala,1,6,NULL,1,1,1,NULL,2,1,1,1,2,2,5,5,5,6,6,6,3,6,6,2,2,2,6,6,6,6,6,6,2,6,6,2,1,1
hcw_9390,977,Uganda,32,2,3,NULL,NULL,3,Kampala,1,6,NULL,1,1,1,NULL,2,1,1,1,2,2,5,5,5,6,6,6,3,6,6,2,2,2,6,6,6,6,6,6,2,6,6,2,1,1
hcw_9391,978,Uganda,26,1,3,NULL,NULL,4,Kampala,1,10,NULL,1,1,1,NULL,1,1,1,3,1,1,2,6,5,5,2,5,3,6,2,1,1,5,5,7,4,1,7,7,2,6,4,6,6,6
hcw_9392,979,Uganda,24,1,3,NULL,NULL,3,Kampala,1,6,NULL,1,1,1,NULL,2,1,1,1,2,2,5,5,5,6,6,6,3,6,6,2,2,2,6,6,6,6,6,6,2,6,6,2,1,1
hcw_9393,980,Uganda,30,2,3,NULL,NULL,2,Kampala,1,7,Laboratory Technician,10,1,1,NULL,1,1,1,1,6,6,6,6,6,6,6,7,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,2,2,2
hcw_9394,981,Uganda,22,2,1,NULL,NULL,6,Mid Eastern,2,7,Clinical officer,12,1,5,NULL,1,2,1,2,1,1,7,7,7,7,5,7,1,7,5,3,1,7,7,7,7,5,7,1,5,7,3,3,3,1
hcw_9395,982,Uganda,36,1,3,NULL,NULL,3,Kampala,1,3,NULL,12,1,2,NULL,2,1,1,1,2,2,5,5,5,6,6,6,3,6,6,2,2,2,6,6,6,6,6,6,2,6,6,2,1,1
hcw_9396,983,Uganda,18,1,8,NULL,NULL,2,Kampala,2,6,NULL,1,NULL,5,NULL,3,3,2,2,4,4,5,4,4,4,1,1,1,7,6,NULL,6,6,6,7,6,6,7,7,6,6,6,1,1,1
hcw_9397,984,Uganda,18,1,8,NULL,NULL,2,Kampala,2,6,NULL,1,NULL,5,NULL,3,3,2,2,4,4,5,4,4,4,1,1,1,3,4,4,3,3,3,3,3,3,4,4,3,4,4,3,1,3
hcw_9398,985,Uganda,38,1,3,NULL,NULL,3,Mid Eastern,2,6,NULL,1,1,1,NULL,1,1,1,1,2,2,2,6,5,5,2,6,2,6,6,2,2,6,2,6,6,2,6,6,5,6,6,6,5,5
hcw_9399,986,Uganda,25,1,1,NULL,NULL,6,Central 1,2,5,NULL,8,1,1,NULL,1,1,1,1,1,2,1,1,1,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hcw_9400,987,Uganda,25,1,1,NULL,NULL,6,Central 1,2,5,NULL,8,1,1,NULL,1,1,1,1,1,2,1,1,1,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hcw_9401,988,Uganda,18,1,8,NULL,NULL,2,Kampala,2,6,NULL,1,NULL,5,NULL,3,3,2,2,4,4,5,4,4,4,1,1,1,3,4,4,3,3,3,3,3,3,4,4,3,4,4,3,1,3
hcw_9402,989,Uganda,36,1,3,NULL,NULL,3,Kampala,1,3,NULL,12,1,2,NULL,2,1,1,1,2,2,5,5,5,6,6,6,3,6,6,2,2,2,6,6,6,6,6,6,2,6,6,2,1,1
hcw_9403,990,Uganda,18,1,8,NULL,NULL,2,Kampala,2,6,NULL,1,NULL,5,NULL,3,3,2,2,4,4,5,4,4,4,1,1,1,3,4,4,3,3,3,3,3,3,4,4,3,4,4,3,1,3
hcw_9404,991,Uganda,30,2,3,NULL,NULL,3,Kampala,1,3,NULL,12,1,1,NULL,2,1,1,1,2,2,5,5,5,6,6,6,3,6,6,2,2,2,6,6,6,6,6,6,5,7,6,2,1,1
hcw_9405,992,Uganda,21,1,1,NULL,NULL,1,Central 1,1,5,NULL,8,1,1,NULL,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,6,6,6
hcw_9406,993,Uganda,24,2,1,NULL,NULL,6,Mid Eastern,2,7,Psychiatrist,5,1,2,NULL,1,2,1,3,2,3,5,2,4,5,2,5,6,5,2,2,2,2,5,6,5,2,6,6,6,6,2,6,5,5
hcw_9407,994,Uganda,36,2,3,NULL,NULL,3,Mid Eastern,2,7,None,1,NULL,1,NULL,2,1,1,1,6,6,6,6,6,6,5,6,2,6,2,6,2,2,5,6,6,5,6,6,2,6,5,2,2,2
hcw_9408,995,Uganda,23,2,1,NULL,NULL,6,Mid Eastern,2,7,Clinical officer,1,1,1,NULL,2,2,1,2,2,2,2,6,6,6,2,6,6,6,2,2,6,2,2,5,5,2,6,6,2,6,2,5,5,5
hcw_9409,996,Uganda,40,1,3,NULL,NULL,3,Mid Eastern,2,6,NULL,4,1,1,NULL,1,1,1,2,2,2,2,6,6,6,2,5,2,6,5,6,2,2,2,6,5,2,6,6,5,6,5,6,6,4
hcw_9410,997,Uganda,23,2,1,NULL,NULL,6,Mid Eastern,2,7,Pharmacist,12,1,1,NULL,3,3,1,2,5,5,5,5,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,5,5,4,4,4,4
hcw_9411,998,Uganda,22,2,1,NULL,NULL,6,Mid Eastern,2,7,Clinical officer,5,1,5,NULL,1,1,1,2,1,1,4,1,7,7,7,7,7,7,5,7,1,1,4,7,5,3,7,7,7,5,3,6,2,4
hcw_9412,999,Uganda,25,2,1,NULL,NULL,6,Mid Eastern,2,4,NULL,5,2,1,NULL,1,1,1,1,3,4,3,5,2,4,6,2,6,1,1,2,3,3,2,3,3,3,4,4,2,3,3,3,4,3
hcw_9413,1000,Uganda,26,2,1,NULL,NULL,6,Mid Eastern,2,7,Pharmacist,12,1,1,NULL,3,3,1,2,2,2,6,6,2,2,5,2,5,2,5,2,5,2,2,2,5,2,2,2,5,2,4,2,5,2
hcw_9414,1001,Uganda,30,2,3,NULL,NULL,3,Kampala,1,4,NULL,1,1,5,NULL,2,1,1,1,2,2,6,5,5,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,2,7,6,2,1,1
hcw_9415,1002,Uganda,26,2,1,NULL,NULL,7,Kampala,1,2,NULL,1,1,1,NULL,1,2,1,1,5,4,7,7,6,6,6,6,1,6,7,6,7,1,5,7,7,1,7,7,6,4,4,4,1,1
hcw_9416,1003,Uganda,42,2,3,NULL,NULL,4,Kampala,1,7,Laboratory Technician,10,1,1,NULL,2,2,1,2,5,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,2,7,6,2,1,1
hcw_9417,1004,Uganda,28,2,1,NULL,NULL,2,Kampala,1,7,Laboratory Technician,10,1,1,NULL,2,2,1,2,6,6,6,6,6,6,5,7,1,7,6,7,7,7,7,7,7,7,7,7,2,7,7,1,1,1
hcw_9418,1005,Uganda,17,1,1,NULL,NULL,6,Kampala,1,1,NULL,12,1,5,NULL,2,2,1,2,4,4,1,5,2,6,5,3,2,6,6,3,5,1,7,7,6,5,5,5,5,5,3,4,1,1
hcw_9419,1006,Uganda,31,1,3,NULL,NULL,6,Kampala,1,7,Laboratory technologist,10,1,1,NULL,1,2,1,2,6,6,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,2,6,7,2,2,1
