id,d_age_i,gen,d_edu_c_o,d_marital_c_u,d_chdn_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,f_cmpt_c_o,f_hnst_c_o,f_best_int_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,Country
3896,42,1,1,1,0,0,1,1,1,2,1,,,,,,,,,,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,-2,1,2,2,1,1,2,2,2,2,Ghana
3897,42,1,1,2,0,0,1,1,1,1,,,,,,,,,,,1,1,0,2,2,-2,-2,1,,,2,2,0,2,2,0,2,-2,1,-2,-2,2,-1,-1,0,Ghana
3898,42,1,1,2,0,1,0,2,1,3,,,,,,,,,,,2,-1,2,2,2,2,-1,2,-1,0,2,2,0,2,2,1,1,-2,-1,-1,0,-1,2,2,2,Ghana
3899,42,1,1,2,1,0,0,1,1,2,0,,,,,,,,,,2,2,2,-2,2,2,2,1,2,1,1,2,2,2,2,-2,2,2,-1,2,2,0,2,2,2,Ghana
3900,42,1,1,2,1,1,0,1,1,2,1,,,,,,,,,,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,-1,1,1,2,2,2,2,2,2,2,Ghana
3901,42,1,1,2,1,1,0,1,1,2,1,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-2,2,0,2,2,2,1,2,2,2,Ghana
3902,42,1,1,2,2,0,0,1,1,2,1,,,,,,,,,,1,1,2,-1,2,1,2,-2,2,1,1,2,1,0,0,-1,1,1,-1,1,1,1,2,2,1,Ghana
3903,42,1,1,2,2,0,1,1,1,2,0,,,,,,,,,,2,1,2,1,2,1,1,1,1,0,2,2,2,0,2,0,2,2,1,0,2,2,1,-1,2,Ghana
3904,42,1,1,2,2,1,1,1,1,3,,,,,,,,,,,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,-1,-2,1,Ghana
3905,42,1,1,2,2,0,1,1,1,1,,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,-2,-1,2,2,1,2,2,2,2,2,Ghana
3906,42,1,1,2,2,1,1,1,1,2,0,,,,,,,,,,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,-2,1,2,2,1,2,2,2,2,2,Ghana
3907,42,1,1,2,2,1,1,1,1,1,,,,,,,,,,,-1,-2,-2,0,-1,-1,0,1,-1,1,0,-2,-1,-1,-2,0,1,0,-1,-1,0,0,-1,0,0,Ghana
3908,42,1,1,2,3,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,Ghana
3909,42,1,1,2,3,0,0,0,0,,,,,,,,,,,,1,2,1,0,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,-1,-1,-1,1,Ghana
3910,42,1,1,0,0,1,2,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,1,2,2,2,1,2,2,2,Ghana
3911,42,1,1,0,2,1,2,1,1,2,1,,,,,,,,,,2,1,2,1,2,0,1,2,-1,-1,1,2,2,2,2,-1,2,2,-1,-1,-2,2,1,2,1,Ghana
3912,42,1,2,2,2,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,1,2,2,2,2,2,1,2,Ghana
3913,42,1,2,2,2,0,0,1,1,1,,,,,,,,,,,1,1,2,2,2,2,2,2,2,-1,1,-1,-1,2,2,-1,2,1,1,1,2,1,1,-1,-1,Ghana
3914,42,1,2,2,2,1,2,1,1,2,0,,,,,,,,,,-1,-1,1,1,1,1,1,2,1,0,1,1,1,2,2,-2,2,1,1,1,1,1,1,0,-1,Ghana
3915,42,1,2,2,2,0,0,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Ghana
3916,42,1,2,0,2,2,1,1,1,2,1,,,,,,,,,,0,2,2,-1,2,-1,-2,1,-2,0,1,2,1,2,2,-1,1,1,0,-2,-2,0,2,2,2,Ghana
3917,42,1,2,2,1,0,0,1,1,1,,,,,,,,,,,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,-1,-1,0,-1,-1,-1,Ghana
3918,42,1,2,2,3,1,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,-1,2,1,1,2,2,2,2,2,2,Ghana
3919,42,,0,2,1,1,1,1,1,2,2,,,,,,,,,,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,0,0,0,1,1,0,1,1,1,1,Ghana
3920,42,,0,1,2,1,0,1,1,,,,,,,,,,,,2,2,2,-1,2,2,2,2,2,2,-2,2,-1,2,,-1,-1,2,-1,1,2,0,2,1,1,Ghana
3921,42,,0,1,2,1,0,1,1,1,,,,,,,,,,,2,2,2,-1,2,2,2,2,2,2,-2,2,-1,2,2,-1,-1,2,-1,1,2,0,2,1,1,Ghana
3922,42,,0,1,2,1,0,1,1,3,,,,,,,,,,,2,2,2,-1,2,2,2,2,2,2,-2,2,-1,2,,-1,-1,2,-1,1,2,0,2,1,1,Ghana
3923,42,,0,2,1,0,0,1,0,,,,,,,,,,,,-2,2,1,-1,1,2,1,2,0,0,2,2,2,1,1,0,1,0,2,1,1,2,0,0,-2,Ghana
3924,42,,1,1,0,1,0,0,1,3,,,,,,,,,,,-1,-1,-2,1,-2,-1,-1,-1,1,-1,-1,-2,-1,-1,-2,-1,-1,-1,-1,-1,0,-1,-1,-2,-2,Ghana
3925,42,,1,2,2,1,1,1,1,2,0,,,,,,,,,,2,1,1,1,2,2,2,2,2,1,1,2,1,2,2,0,2,1,0,0,0,-2,2,2,2,Ghana
3926,42,,1,2,3,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Ghana
3927,42,,1,2,3,0,0,1,0,,,,,,,,,,,,1,1,1,0,1,1,0,1,1,2,2,2,2,2,2,2,1,,2,2,2,1,1,1,1,Ghana
3928,42,,1,0,2,1,1,1,1,1,,,,,,,,,,,2,-1,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,-2,-2,-1,Ghana
3929,42,,2,0,1,1,1,1,1,3,,,,,,,,,,,2,2,2,-2,2,2,2,0,2,0,2,2,2,-1,-1,-1,2,2,0,1,2,-2,2,1,2,Ghana
3930,42,,2,2,3,1,1,1,1,2,1,,,,,,,,,,2,-1,1,-2,2,-1,1,-2,0,0,0,2,0,2,2,0,2,-1,-2,-2,-1,-2,2,1,2,Ghana
3931,42,,2,2,3,1,1,1,1,2,1,,,,,,,,,,2,-2,1,-2,2,0,1,-2,0,0,-1,2,1,2,2,1,2,-1,-2,-2,-1,-2,2,1,2,Ghana
3932,42,,2,2,2,1,1,1,1,1,,,,,,,,,,,2,-1,2,-2,2,-1,-2,2,0,-2,2,2,1,1,1,-1,-2,-1,1,1,1,1,1,1,2,Ghana
3933,43,2,1,1,1,0,0,0,0,,,,,,,,,,,,1,2,2,-1,2,1,-1,-2,-1,-1,2,2,1,1,2,-2,2,2,-1,1,1,-1,1,-1,2,Ghana
3934,43,2,1,1,1,0,0,1,0,,,,,,,,,,,,2,2,1,1,2,2,1,0,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,Ghana
3935,43,2,1,2,2,1,1,1,1,2,0,,,,,,,,,,2,2,1,-2,2,1,-1,0,0,1,1,2,2,2,2,-1,2,-2,0,-2,-2,-2,2,1,2,Ghana
3936,43,2,1,2,2,1,0,0,0,,,,,,,,,,,,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,-1,1,1,-1,-1,2,2,2,2,Ghana
3937,43,2,2,2,1,1,1,1,1,1,,,,,,,,,,,1,2,2,-2,2,-1,-2,1,2,-1,-1,2,-1,2,2,-1,2,1,-2,-2,-1,-2,2,2,2,Ghana
3938,43,2,2,2,2,1,1,1,1,2,0,,,,,,,,,,2,1,2,-2,2,2,1,2,2,2,2,2,2,2,2,-2,2,-2,2,1,1,0,2,2,2,Ghana
3939,43,2,2,0,2,1,1,1,1,1,,,,,,,,,,,1,1,-1,-2,1,1,1,1,1,0,1,1,1,1,0,0,-2,-2,2,2,-1,1,1,1,-1,Ghana
3940,43,2,2,2,1,0,0,1,0,,,,,,,,,,,,0,2,2,2,2,2,0,2,2,2,2,2,2,0,1,1,1,1,2,2,2,2,1,1,0,Ghana
3941,43,1,0,2,2,0,0,0,0,,,,,,,,,,,,2,2,2,2,2,2,1,-2,1,0,1,2,2,2,2,2,2,1,-2,2,2,-2,1,1,-2,Ghana
3942,43,1,0,2,3,1,1,1,1,1,,,,,,,,,,,2,2,2,-2,2,2,0,1,2,1,2,2,2,2,2,-2,2,2,1,1,2,1,2,2,2,Ghana
3943,43,1,1,2,0,1,1,1,0,,,,,,,,,,,,1,1,1,-1,2,2,-1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,Ghana
3944,43,1,1,2,2,1,0,1,1,1,,,,,,,,,,,1,1,2,-2,-2,2,2,2,2,2,2,2,2,0,0,-1,2,1,2,2,1,2,2,2,1,Ghana
3945,43,1,1,2,2,1,0,1,1,2,0,,,,,,,,,,2,2,2,1,2,2,2,2,2,-2,1,,,,,,,,1,1,1,-2,2,-2,2,Ghana
3946,43,1,1,2,2,1,1,1,1,2,0,,,,,,,,,,2,2,1,1,2,2,2,2,2,-1,2,2,2,1,2,-2,2,1,2,2,2,1,2,2,2,Ghana
3947,43,1,1,2,3,1,2,0,0,,,,,,,,,,,,1,2,2,2,2,2,-1,-2,1,1,1,2,1,2,1,-1,2,0,-2,1,1,-2,2,2,1,Ghana
3948,43,1,1,0,2,1,0,1,2,,,,,,,,,,,,1,1,1,1,2,1,1,-2,2,1,1,1,1,2,2,2,2,1,-2,0,1,-2,1,1,1,Ghana
3949,43,1,2,1,1,1,1,1,1,1,,,,,,,,,,,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,-2,2,2,2,1,1,2,2,2,2,Ghana
3950,43,1,2,2,1,1,0,0,0,,,,,,,,,,,,2,1,2,1,2,1,-1,2,1,2,1,2,1,1,1,-2,2,1,2,1,1,2,2,2,2,Ghana
3951,43,1,2,2,1,1,0,1,1,1,,,,,,,,,,,2,2,1,1,2,2,1,1,0,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,Ghana
3952,43,1,2,2,1,1,1,1,1,2,1,,,,,,,,,,2,2,2,-1,2,2,2,1,1,1,2,2,2,-1,-1,-2,1,-2,2,2,2,2,1,1,1,Ghana
3953,43,1,2,2,2,1,0,1,0,,,,,,,,,,,,0,0,1,1,2,1,-2,-2,-2,-2,-1,2,-1,2,2,0,2,-1,-2,-2,-2,-2,0,-2,-1,Ghana
3954,43,1,2,2,2,1,1,1,1,2,1,,,,,,,,,,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,0,1,1,1,1,1,1,1,0,1,Ghana
3955,43,1,2,2,2,1,1,1,1,2,0,,,,,,,,,,1,2,2,1,1,1,-1,1,0,0,0,2,0,2,2,1,1,0,0,0,0,-1,1,0,-2,Ghana
3956,43,1,2,2,1,1,1,1,1,2,0,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,2,2,2,1,1,-2,2,1,2,2,2,2,2,2,2,Ghana
3957,43,1,2,2,1,1,0,1,0,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,1,Ghana
3958,43,1,2,0,2,1,1,1,1,1,,,,,,,,,,,1,-1,1,-1,2,1,1,2,2,0,1,2,1,2,2,-1,1,-1,1,1,2,1,2,1,1,Ghana
3959,43,,1,2,1,0,0,1,1,2,1,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-2,2,1,1,2,2,2,2,2,2,Ghana
3960,43,,1,2,2,1,0,1,1,1,,,,,,,,,,,1,1,2,,-2,2,2,2,2,2,2,2,2,0,0,-1,2,1,2,2,1,2,2,2,1,Ghana
3961,43,,1,2,2,1,1,1,1,3,,,,,,,,,,,2,2,1,2,2,1,1,1,1,0,0,1,2,2,2,2,2,1,0,1,2,-2,1,0,2,Ghana
3962,43,,2,2,1,0,0,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Ghana
3963,43,,2,2,2,1,0,1,1,1,,,,,,,,,,,2,2,2,0,2,2,0,2,1,1,2,2,2,0,1,-2,1,1,2,2,2,2,2,2,2,Ghana
3964,44,2,0,2,1,1,0,1,0,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,0,Ghana
3965,44,2,0,2,2,0,0,1,0,,,,,,,,,,,,2,2,2,-2,2,2,2,-2,2,2,2,2,2,-2,2,-2,2,2,-2,2,2,0,2,0,2,Ghana
3966,44,2,1,2,2,1,1,1,1,2,1,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,0,-1,1,2,2,2,2,1,2,0,Ghana
3967,44,2,1,2,2,0,0,1,0,,,,,,,,,,,,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,-1,0,2,2,1,2,2,2,2,1,Ghana
3968,44,2,2,2,1,0,1,1,1,1,,,,,,,,,,,0,0,0,0,2,0,-1,1,1,0,0,1,1,2,2,0,0,-1,1,-2,-1,0,1,0,0,Ghana
3969,44,2,2,2,1,0,0,1,1,3,,,,,,,,,,,2,2,2,-1,2,2,1,2,2,1,2,2,2,2,2,-2,0,-2,0,2,1,0,2,2,2,Ghana
3970,44,2,2,2,0,0,0,1,1,2,1,,,,,,,,,,2,1,1,2,1,2,1,2,2,0,1,2,1,2,2,0,2,2,2,0,0,1,1,2,2,Ghana
3971,44,2,2,2,2,1,0,1,1,2,1,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,-1,0,0,0,1,1,2,1,Ghana
3972,44,2,2,2,2,1,0,1,1,1,,,,,,,,,,,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,0,2,2,1,1,0,1,2,0,0,Ghana
3973,44,2,2,2,3,0,1,1,1,2,1,,,,,,,,,,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,Ghana
3974,44,2,2,2,1,1,0,1,0,,,,,,,,,,,,2,1,2,1,2,1,1,2,2,0,1,2,2,2,2,-1,1,-1,2,1,0,0,2,2,1,Ghana
3975,44,2,2,2,1,1,0,1,1,3,,,,,,,,,,,0,0,1,-1,2,0,-1,2,1,0,1,2,1,2,2,0,2,0,1,1,1,1,0,0,-2,Ghana
3976,44,2,0,1,2,0,1,0,0,,,,,,,,,,,,1,-2,-2,2,-2,-2,-2,-1,-2,0,-2,-2,-2,-2,-2,-1,0,-2,0,0,-1,-2,-2,-1,-2,Ghana
3977,44,1,0,2,1,0,0,1,0,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,-2,2,1,1,-1,-1,2,1,0,2,Ghana
3978,44,1,1,2,1,0,0,0,0,,,,,,,,,,,,-2,-2,-1,-1,-2,-2,-2,1,-2,-2,-2,-2,-2,0,-2,1,-1,-2,-2,-2,-2,-1,-1,0,-2,Ghana
3979,44,1,1,2,2,0,1,1,1,2,0,,,,,,,,,,1,1,2,2,2,2,1,-2,2,1,1,2,2,1,2,-1,1,-2,-2,1,-1,-2,2,1,0,Ghana
3980,44,1,1,2,2,1,0,1,0,,,,,,,,,,,,1,1,1,1,2,1,0,-2,1,-2,0,2,1,2,2,0,1,1,-1,0,0,-2,1,1,1,Ghana
3981,44,1,1,2,3,0,0,1,0,,,,,,,,,,,,-1,-1,-1,-2,-2,-2,-2,1,1,-2,-1,2,1,2,2,2,-2,-2,-2,-1,1,-2,1,1,-2,Ghana
3982,44,1,2,1,0,0,0,1,1,3,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-2,2,-2,0,0,0,1,2,2,-2,Ghana
3983,44,1,2,2,2,0,0,1,0,,,,,,,,,,,,-1,-1,-1,-1,0,0,-2,0,0,0,0,1,0,2,2,2,2,1,-1,0,0,-1,-1,-1,-2,Ghana
3984,44,1,2,2,2,0,1,1,1,1,,,,,,,,,,,2,2,2,-1,2,2,1,2,0,2,2,2,1,1,1,-1,2,-1,2,2,2,1,2,2,1,Ghana
3985,44,1,2,2,2,1,0,1,0,,,,,,,,,,,,2,2,1,1,2,1,2,0,1,-1,1,2,1,2,1,0,0,-1,-1,-1,-1,-1,2,1,2,Ghana
3986,44,1,2,2,2,1,0,1,0,,,,,,,,,,,,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,0,2,2,2,1,1,2,2,2,1,Ghana
3987,44,1,2,2,2,1,0,1,1,1,,,,,,,,,,,2,2,2,-2,2,2,1,2,2,2,2,2,2,2,2,-2,1,1,2,-1,1,1,1,-1,-2,Ghana
3988,44,1,2,2,2,1,1,1,1,1,,,,,,,,,,,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,-1,1,1,2,1,1,2,2,2,2,Ghana
3989,44,1,2,2,2,1,0,0,0,,,,,,,,,,,,2,1,1,1,2,1,1,-2,1,-2,1,2,1,1,2,-2,1,1,-2,-1,2,-1,2,1,2,Ghana
3990,44,1,2,2,2,1,0,1,0,,,,,,,,,,,,2,2,2,-2,2,2,1,2,2,2,2,2,2,1,1,-2,2,2,1,1,2,1,2,1,2,Ghana
3991,44,1,2,2,3,0,0,0,0,,,,,,,,,,,,2,2,2,-2,2,2,2,-2,2,-2,1,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,1,Ghana
3992,44,1,2,2,1,1,2,1,0,,,,,,,,,,,,1,2,2,1,2,2,0,2,1,0,-1,2,0,1,2,-1,0,-1,2,-2,-1,2,0,-1,1,Ghana
3993,44,1,2,2,2,1,0,1,2,,,,,,,,,,,,2,2,2,2,2,0,-1,-1,-2,0,1,2,0,2,2,2,2,2,-2,-1,-1,-1,-1,-2,2,Ghana
3994,44,1,2,2,2,0,0,1,0,,,,,,,,,,,,2,1,1,1,1,2,1,1,0,0,1,2,2,1,1,1,0,-1,0,1,1,1,1,1,1,Ghana
3995,44,1,0,1,0,2,0,1,0,,,,,,,,,,,,0,2,2,1,2,1,0,1,0,-1,1,1,1,1,-2,0,1,1,1,1,1,0,0,-1,0,Ghana
3996,44,1,0,2,2,0,2,1,2,,,,,,,,,,,,0,0,0,1,2,0,1,1,1,-2,1,1,0,2,2,1,2,2,1,1,0,1,1,0,0,Ghana
3997,44,,0,2,1,0,0,1,0,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,-2,2,1,1,1,1,1,1,1,2,Ghana
3998,44,,1,1,0,1,1,1,1,2,0,,,,,,,,,,2,2,2,1,2,2,-1,2,1,1,2,2,2,2,2,1,-1,-1,1,1,2,1,2,2,2,Ghana
3999,44,,1,2,1,1,0,1,0,,,,,,,,,,,,-1,-1,-1,-1,0,-1,-2,0,-1,-1,-2,0,-1,0,0,0,0,0,2,-1,2,0,-2,-2,-1,Ghana
4000,44,,1,2,1,1,0,1,0,,,,,,,,,,,,-1,-1,-1,-1,2,-1,-2,0,-1,-1,-2,2,-1,2,2,2,2,2,2,-1,2,2,-2,-2,-1,Ghana
4001,44,,1,2,2,1,1,1,1,2,1,,,,,,,,,,2,2,2,2,2,2,-1,2,2,2,1,2,2,2,2,-2,-2,2,-2,-2,-2,2,2,1,-1,Ghana
4002,44,,2,1,0,0,,,,3,,,,,,,,,,,2,2,2,2,2,2,-2,2,-2,-2,-2,2,-2,2,2,-2,2,-2,1,-1,-1,-1,1,2,2,Ghana
4003,44,,2,2,1,0,0,1,1,2,0,,,,,,,,,,1,-1,2,0,2,-1,-1,-2,-1,-1,1,2,0,-2,-2,-1,-1,-1,-2,1,1,-2,-2,-2,-1,Ghana
4004,44,,2,2,1,0,0,1,1,1,,,,,,,,,,,2,2,2,-1,1,1,-1,-2,-1,-1,1,1,-1,2,1,-1,-1,-1,-1,2,1,-1,2,2,2,Ghana
4005,44,,0,2,2,0,0,1,0,,,,,,,,,,,,2,2,2,-2,2,2,1,-2,2,2,2,2,2,1,-1,-2,1,1,-2,1,1,-2,2,1,1,Ghana
4006,45,2,2,1,1,0,0,1,1,2,0,,,,,,,,,,0,1,-2,2,-1,1,-2,2,-1,-2,-1,1,1,2,2,2,2,-2,2,-2,-2,0,1,2,2,Ghana
4007,45,2,2,1,1,0,0,1,1,2,0,,,,,,,,,,-1,-2,-2,1,2,-1,-2,1,1,-1,1,2,-1,2,2,2,-1,2,1,-1,-2,1,1,-2,0,Ghana
4008,45,2,2,2,2,1,0,1,0,,,,,,,,,,,,1,-1,1,-2,-2,1,-2,-2,1,1,2,2,1,2,2,0,-2,1,-1,-2,-2,-2,-1,-2,-1,Ghana
4009,45,2,2,2,2,1,0,1,1,1,,,,,,,,,,,1,1,2,0,2,1,-1,0,1,0,1,2,0,0,1,1,0,2,-1,0,1,1,1,1,0,Ghana
4010,45,1,0,2,1,1,1,1,1,1,,,,,,,,,,,2,2,2,-2,-2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,0,1,2,2,2,Ghana
4011,45,1,0,2,2,1,1,1,1,2,0,,,,,,,,,,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,-1,1,-2,2,2,-1,2,1,2,Ghana
4012,45,1,0,0,1,0,0,0,0,,,,,,,,,,,,1,1,1,-2,1,2,1,1,1,2,2,2,2,1,0,-1,0,1,2,2,2,1,1,1,1,Ghana
4013,45,1,1,1,1,1,0,0,0,,,,,,,,,,,,2,1,1,1,2,1,-2,1,2,0,1,2,1,2,-2,-2,1,0,1,-1,-1,1,2,2,2,Ghana
4014,45,1,1,2,0,1,0,1,0,,,,,,,,,,,,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,2,1,1,1,1,Ghana
4015,45,1,1,2,1,0,1,1,1,1,,,,,,,,,,,2,2,2,-2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,Ghana
4016,45,1,1,2,1,0,0,1,0,,,,,,,,,,,,1,0,1,1,2,2,1,2,-1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,Ghana
4017,45,1,1,2,1,1,0,1,1,2,0,,,,,,,,,,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,2,0,2,-2,-2,2,1,1,2,Ghana
4018,45,1,1,2,1,1,2,0,0,,,,,,,,,,,,2,1,1,-2,2,0,0,2,1,0,1,2,1,2,2,1,2,0,2,0,0,2,1,1,1,Ghana
4019,45,1,1,2,2,0,0,1,0,,,,,,,,,,,,2,2,2,0,2,2,2,2,2,1,1,2,1,-1,2,-2,1,2,2,1,1,2,2,1,1,Ghana
4020,45,1,1,2,2,2,0,1,1,3,,,,,,,,,,,2,2,2,-2,2,2,2,1,2,2,2,2,2,2,2,-1,2,2,2,2,2,1,2,2,2,Ghana
4021,45,1,1,2,2,1,1,1,1,2,0,,,,,,,,,,2,2,2,-1,2,2,1,2,2,2,1,2,2,2,2,-2,2,2,2,1,2,2,2,2,2,Ghana
4022,45,1,1,2,2,1,1,1,1,1,,,,,,,,,,,2,-2,0,0,2,2,-1,2,1,0,1,2,1,2,2,-2,2,2,1,-2,-1,1,2,1,2,Ghana
4023,45,1,1,2,3,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,Ghana
4024,45,1,1,2,3,0,0,1,1,1,,,,,,,,,,,2,2,2,-1,2,1,-1,2,2,1,2,2,2,2,2,-1,1,1,1,1,1,2,2,1,-1,Ghana
4025,45,1,1,2,3,1,1,1,1,2,1,,,,,,,,,,2,1,2,0,1,1,2,1,1,0,2,2,2,2,2,0,1,1,2,1,0,2,1,1,0,Ghana
4026,45,1,1,0,2,1,1,2,0,,,,,,,,,,,,1,0,1,2,2,-1,0,-2,1,-1,0,2,0,-1,-1,1,1,-2,-2,-2,-1,-2,2,2,1,Ghana
4027,45,1,2,2,1,0,0,1,1,2,0,,,,,,,,,,2,1,1,1,2,1,1,-1,1,-2,1,2,1,2,2,0,1,1,-1,2,1,-2,1,1,2,Ghana
4028,45,1,2,2,1,0,0,1,1,,,,,,,,,,,,2,1,1,1,2,1,1,-1,1,-2,1,2,1,2,2,0,1,1,-1,2,1,-2,1,1,2,Ghana
4029,45,1,2,2,1,1,0,1,0,,,,,,,,,,,,1,1,1,-1,1,1,-1,2,1,1,1,1,1,1,1,0,1,1,2,1,1,2,1,1,-1,Ghana
4030,45,1,2,2,1,1,0,1,1,1,,,,,,,,,,,0,0,0,-1,2,0,-1,2,0,0,1,2,1,1,1,1,1,1,-1,-1,-1,0,2,2,1,Ghana
4031,45,1,2,2,1,0,0,1,0,,,,,,,,,,,,2,1,1,1,2,2,-2,2,2,1,2,2,2,2,2,-2,2,1,1,1,1,2,2,-1,-2,Ghana
4032,45,1,2,2,1,0,1,1,1,2,0,,,,,,,,,,1,1,1,-2,1,2,0,2,2,0,0,2,2,2,2,1,1,1,1,0,1,0,1,1,0,Ghana
4033,45,1,2,2,1,0,1,1,1,2,0,,,,,,,,,,2,1,1,-1,2,1,-2,-2,1,-1,-1,2,1,1,1,-1,2,1,-1,2,1,-1,1,1,1,Ghana
4034,45,1,2,2,2,0,0,1,1,1,,,,,,,,,,,1,2,2,2,2,1,-1,2,2,1,2,2,1,1,1,-2,1,1,1,0,0,1,1,0,0,Ghana
4035,45,1,2,2,2,0,1,1,1,1,,,,,,,,,,,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,-2,2,2,2,2,1,2,2,1,1,Ghana
4036,45,1,2,2,2,1,0,0,0,,,,,,,,,,,,0,0,0,-1,1,1,1,-1,0,0,0,-1,0,-1,-2,0,0,0,-1,0,0,0,1,1,1,Ghana
4037,45,1,2,2,2,1,0,1,1,2,0,,,,,,,,,,-2,-1,-2,1,-2,1,-2,-2,0,-2,1,1,0,-2,1,-1,0,-2,-1,-1,0,0,-2,-2,-1,Ghana
4038,45,1,2,0,1,0,0,1,1,2,0,,,,,,,,,,1,-1,-2,2,2,-1,-2,1,1,-2,1,2,1,2,2,2,2,-2,1,-2,-2,-1,1,-1,0,Ghana
4039,45,1,2,2,2,0,0,1,1,2,0,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,Ghana
4040,45,1,2,2,2,0,1,1,1,3,,,,,,,,,,,1,0,2,-1,2,-2,-2,-2,0,-2,-1,2,0,2,2,2,2,1,-2,1,1,-2,0,-2,0,Ghana
4041,45,,1,2,2,1,0,1,0,,,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,2,-2,2,1,2,2,2,2,2,2,2,Ghana
4042,45,,2,2,1,0,0,1,0,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,-1,2,2,2,1,-1,2,1,-1,-2,Ghana
